------------------------------
test was performed using the following parameters: --mps=5000 --burst=1 --reply-every=100 --msg-size=1024 --time=300 --full-rtt
------------------------------
sockperf: [Total Run] RunTime=299.999 sec; Warm up time=400 msec; SentMessages=1499995; ReceivedMessages=14999
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=299.480 sec; SentMessages=1497401; ReceivedMessages=14975
sockperf: [2;35m====> avg-rtt=101.926 (std-dev=25.485)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 14975 observations[0m; each percentile contains 149.75 observations
sockperf: ---> <MAX> observation =  531.956
sockperf: ---> percentile 99.999 =  531.956
sockperf: ---> percentile 99.990 =  299.999
sockperf: ---> percentile 99.900 =  192.845
sockperf: ---> percentile 99.000 =  180.199
sockperf: ---> percentile 90.000 =  123.090
sockperf: ---> percentile 75.000 =  111.837
sockperf: ---> percentile 50.000 =  104.528
sockperf: ---> percentile 25.000 =   94.464
sockperf: ---> <MIN> observation =   48.650
------------------------------
packet, txTime(sec), rxTime(sec), rtt(usec)
11323, 228.901193365, 228.901294736, 101.371
11324, 228.921193362, 228.921296505, 103.143
11325, 228.941193369, 228.941299561, 106.192
11326, 228.961193363, 228.961297417, 104.054
11327, 228.981193365, 228.981265598, 72.233
11328, 229.001193360, 229.001296465, 103.105
11329, 229.021193366, 229.021295125, 101.759
11330, 229.041193362, 229.041297574, 104.212
11331, 229.061193362, 229.061295781, 102.419
11332, 229.081193363, 229.081302563, 109.200
11333, 229.101193362, 229.101274191, 80.829
11334, 229.121193374, 229.121260837, 67.463
11335, 229.141193366, 229.141261440, 68.074
11336, 229.161193365, 229.161277608, 84.243
11337, 229.181193369, 229.181287043, 93.674
11338, 229.201193364, 229.201275722, 82.358
11339, 229.221193363, 229.221286568, 93.205
11340, 229.241193366, 229.241287891, 94.525
11341, 229.261193375, 229.261321974, 128.599
11342, 229.281193364, 229.281301610, 108.246
11343, 229.301193381, 229.301324780, 131.399
11344, 229.321193370, 229.321328659, 135.289
11345, 229.341193365, 229.341369214, 175.849
11346, 229.361193369, 229.361321853, 128.484
11347, 229.381193361, 229.381321423, 128.062
11348, 229.401193365, 229.401365448, 172.083
11349, 229.421193367, 229.421367473, 174.106
11350, 229.441193369, 229.441366007, 172.638
11351, 229.461193369, 229.461366215, 172.846
11352, 229.481193363, 229.481380908, 187.545
11353, 229.501193368, 229.501329636, 136.268
11354, 229.521193371, 229.521374864, 181.493
11355, 229.541193362, 229.541322920, 129.558
11356, 229.561193364, 229.561364584, 171.220
11357, 229.581193370, 229.581297112, 103.742
11358, 229.601193368, 229.601324720, 131.352
11359, 229.621193381, 229.621303257, 109.876
11360, 229.641193368, 229.641305769, 112.401
11361, 229.661193362, 229.661256147, 62.785
11362, 229.681193366, 229.681303377, 110.011
11363, 229.701193367, 229.701299430, 106.063
11364, 229.721193380, 229.721301208, 107.828
11365, 229.741193379, 229.741300758, 107.379
11366, 229.761193365, 229.761268454, 75.089
11367, 229.781193381, 229.781321754, 128.373
11368, 229.801193368, 229.801299643, 106.275
11369, 229.821205048, 229.821327752, 122.704
11370, 229.841193368, 229.841312363, 118.995
11371, 229.861193363, 229.861312062, 118.699
11372, 229.881193365, 229.881314595, 121.230
11373, 229.901193362, 229.901313949, 120.587
11374, 229.921193368, 229.921313850, 120.482
11375, 229.941193368, 229.941313359, 119.991
11376, 229.961193373, 229.961312781, 119.408
11377, 229.981193368, 229.981312712, 119.344
11378, 230.001193368, 230.001312563, 119.195
11379, 230.021193363, 230.021310087, 116.724
11380, 230.041193366, 230.041280552, 87.186
11381, 230.061193365, 230.061314007, 120.642
11382, 230.081193365, 230.081308517, 115.152
11383, 230.101193376, 230.101312250, 118.874
11384, 230.121193363, 230.121312469, 119.106
11385, 230.141193368, 230.141308784, 115.416
11386, 230.161193370, 230.161314469, 121.099
11387, 230.181193366, 230.181314458, 121.092
11388, 230.201193368, 230.201312229, 118.861
11389, 230.221193366, 230.221266699, 73.333
11390, 230.241193362, 230.241317726, 124.364
11391, 230.261193363, 230.261312948, 119.585
11392, 230.281193365, 230.281260147, 66.782
11393, 230.301193365, 230.301313986, 120.621
11394, 230.321193366, 230.321317577, 124.211
11395, 230.341193367, 230.341328832, 135.465
11396, 230.361193366, 230.361319094, 125.728
11397, 230.381193365, 230.381261949, 68.584
11398, 230.401193365, 230.401273043, 79.678
11399, 230.421193366, 230.421260021, 66.655
11400, 230.441193362, 230.441316549, 123.187
11401, 230.461193362, 230.461259302, 65.940
11402, 230.481193372, 230.481259169, 65.797
11403, 230.501193363, 230.501258066, 64.703
11404, 230.521193368, 230.521316083, 122.715
11405, 230.541193367, 230.541316527, 123.160
11406, 230.561193376, 230.561260841, 67.465
11407, 230.581193361, 230.581307628, 114.267
11408, 230.601193367, 230.601314129, 120.762
11409, 230.621193363, 230.621318996, 125.633
11410, 230.641193369, 230.641317167, 123.798
11411, 230.661193361, 230.661316238, 122.877
11412, 230.681193369, 230.681315893, 122.524
11413, 230.701193366, 230.701298652, 105.286
11414, 230.721193361, 230.721315937, 122.576
11415, 230.741195819, 230.741317113, 121.294
11416, 230.761193366, 230.761315187, 121.821
11417, 230.781193368, 230.781322388, 129.020
11418, 230.801193369, 230.801317325, 123.956
11419, 230.821193366, 230.821316450, 123.084
11420, 230.841193362, 230.841313298, 119.936
11421, 230.861193370, 230.861321288, 127.918
11422, 230.881193364, 230.881308089, 114.725
11423, 230.901193362, 230.901309493, 116.131
11424, 230.921193364, 230.921300419, 107.055
11425, 230.941193368, 230.941302186, 108.818
11426, 230.961193375, 230.961304518, 111.143
11427, 230.981193360, 230.981308125, 114.765
11428, 231.001193364, 231.001309148, 115.784
11429, 231.021193365, 231.021297880, 104.515
11430, 231.041193366, 231.041297015, 103.649
11431, 231.061193362, 231.061294142, 100.780
11432, 231.081193369, 231.081295999, 102.630
11433, 231.101193367, 231.101259462, 66.095
11434, 231.121193368, 231.121308581, 115.213
11435, 231.141193360, 231.141296846, 103.486
11436, 231.161193368, 231.161307185, 113.817
11437, 231.181193366, 231.181310244, 116.878
11438, 231.201193366, 231.201260111, 66.745
11439, 231.221193362, 231.221300250, 106.888
11440, 231.241193363, 231.241263631, 70.268
11441, 231.261193361, 231.261302558, 109.197
11442, 231.281193374, 231.281303646, 110.272
11443, 231.301193366, 231.301296740, 103.374
11444, 231.321193368, 231.321298803, 105.435
11445, 231.341193369, 231.341301291, 107.922
11446, 231.361193370, 231.361296607, 103.237
11447, 231.381193369, 231.381282983, 89.614
11448, 231.401193376, 231.401302408, 109.032
11449, 231.421193368, 231.421300324, 106.956
11450, 231.441193362, 231.441254506, 61.144
11451, 231.461193365, 231.461254032, 60.667
11452, 231.481193363, 231.481248052, 54.689
11453, 231.501193361, 231.501254458, 61.097
11454, 231.521193361, 231.521299306, 105.945
11455, 231.541193365, 231.541294616, 101.251
11456, 231.561193365, 231.561251290, 57.925
11457, 231.581193365, 231.581298599, 105.234
11458, 231.601193368, 231.601294106, 100.738
11459, 231.621193366, 231.621301590, 108.224
11460, 231.641193364, 231.641290410, 97.046
11461, 231.661193368, 231.661292183, 98.815
11462, 231.681193362, 231.681288837, 95.475
11463, 231.701193367, 231.701303689, 110.322
11464, 231.721193366, 231.721266251, 72.885
11465, 231.741193366, 231.741294576, 101.210
11466, 231.761193366, 231.761252569, 59.203
11467, 231.781193382, 231.781257685, 64.303
11468, 231.801193363, 231.801300094, 106.731
11469, 231.821193366, 231.821256415, 63.049
11470, 231.841193365, 231.841249944, 56.579
11471, 231.861193375, 231.861298389, 105.014
11472, 231.881193362, 231.881292978, 99.616
11473, 231.901193363, 231.901290834, 97.471
11474, 231.921193365, 231.921250730, 57.365
11475, 231.941193361, 231.941292928, 99.567
11476, 231.961193360, 231.961292359, 98.999
11477, 231.981193367, 231.981303824, 110.457
11478, 232.001193365, 232.001255473, 62.108
11479, 232.021193362, 232.021299050, 105.688
11480, 232.041193362, 232.041299178, 105.816
11481, 232.061193365, 232.061299145, 105.780
11482, 232.081193370, 232.081253399, 60.029
11483, 232.101193362, 232.101272887, 79.525
11484, 232.121193368, 232.121297148, 103.780
11485, 232.141193361, 232.141290753, 97.392
11486, 232.161193360, 232.161289444, 96.084
11487, 232.181193369, 232.181289872, 96.503
11488, 232.201193363, 232.201285120, 91.757
11489, 232.221193366, 232.221284964, 91.598
11490, 232.241193365, 232.241290512, 97.147
11491, 232.261193362, 232.261307209, 113.847
11492, 232.281193360, 232.281287620, 94.260
11493, 232.301193367, 232.301245166, 51.799
11494, 232.321193365, 232.321244250, 50.885
11495, 232.341193360, 232.341244093, 50.733
11496, 232.361193381, 232.361245819, 52.438
11497, 232.381193366, 232.381245662, 52.296
11498, 232.401193365, 232.401245884, 52.519
11499, 232.421193369, 232.421269260, 75.891
11500, 232.441193366, 232.441248323, 54.957
11501, 232.461193365, 232.461288075, 94.710
11502, 232.481193363, 232.481248047, 54.684
11503, 232.501193376, 232.501288776, 95.400
11504, 232.521193362, 232.521279996, 86.634
11505, 232.541193362, 232.541299970, 106.608
11506, 232.561193361, 232.561294415, 101.054
11507, 232.581193365, 232.581292112, 98.747
11508, 232.601193376, 232.601300761, 107.385
11509, 232.621193368, 232.621297212, 103.844
11510, 232.641193362, 232.641291295, 97.933
11511, 232.661193362, 232.661294319, 100.957
11512, 232.681193369, 232.681293130, 99.761
11513, 232.701193366, 232.701292221, 98.855
11514, 232.721193359, 232.721293241, 99.882
11515, 232.741193361, 232.741289382, 96.021
11516, 232.761193365, 232.761290467, 97.102
11517, 232.781193362, 232.781251252, 57.890
11518, 232.801193363, 232.801287728, 94.365
11519, 232.821193368, 232.821262569, 69.201
11520, 232.841193364, 232.841298890, 105.526
11521, 232.861193362, 232.861294046, 100.684
11522, 232.881193368, 232.881299488, 106.120
11523, 232.901193365, 232.901252375, 59.010
11524, 232.921193368, 232.921249550, 56.182
11525, 232.941193362, 232.941248952, 55.590
11526, 232.961193365, 232.961291895, 98.530
11527, 232.981193363, 232.981293140, 99.777
11528, 233.001193368, 233.001294188, 100.820
11529, 233.021193366, 233.021253213, 59.847
11530, 233.041193366, 233.041295150, 101.784
11531, 233.061193359, 233.061293174, 99.815
11532, 233.081193362, 233.081290636, 97.274
11533, 233.101193365, 233.101305908, 112.543
11534, 233.121193369, 233.121287062, 93.693
11535, 233.141193363, 233.141306641, 113.278
11536, 233.161193361, 233.161293221, 99.860
11537, 233.181193361, 233.181291763, 98.402
11538, 233.201193364, 233.201310013, 116.649
11539, 233.221193366, 233.221313434, 120.068
11540, 233.241193362, 233.241309003, 115.641
11541, 233.261193360, 233.261307340, 113.980
11542, 233.281193365, 233.281252957, 59.592
11543, 233.301193365, 233.301307125, 113.760
11544, 233.321193369, 233.321308458, 115.089
11545, 233.341193365, 233.341310811, 117.446
11546, 233.361193367, 233.361307736, 114.369
11547, 233.381193369, 233.381254555, 61.186
11548, 233.401193368, 233.401310641, 117.273
11549, 233.421193367, 233.421309800, 116.433
11550, 233.441193368, 233.441301732, 108.364
11551, 233.461193363, 233.461254894, 61.531
11552, 233.481193365, 233.481306563, 113.198
11553, 233.501193365, 233.501295551, 102.186
11554, 233.521193362, 233.521284574, 91.212
11555, 233.541193369, 233.541308293, 114.924
11556, 233.561193364, 233.561376258, 182.894
11557, 233.581193365, 233.581318988, 125.623
11558, 233.601193368, 233.601324913, 131.545
11559, 233.621193364, 233.621295722, 102.358
11560, 233.641193365, 233.641306096, 112.731
11561, 233.661193365, 233.661306389, 113.024
11562, 233.681193363, 233.681310762, 117.399
11563, 233.701193364, 233.701310410, 117.046
11564, 233.721193369, 233.721306260, 112.891
11565, 233.741193372, 233.741306601, 113.229
11566, 233.761193380, 233.761309548, 116.168
11567, 233.781193367, 233.781306611, 113.244
11568, 233.801193376, 233.801308605, 115.229
11569, 233.821193365, 233.821304324, 110.959
11570, 233.841193361, 233.841307046, 113.685
11571, 233.861193362, 233.861307563, 114.201
11572, 233.881193366, 233.881307079, 113.713
11573, 233.901193359, 233.901271035, 77.676
11574, 233.921193364, 233.921308279, 114.915
11575, 233.941193368, 233.941308211, 114.843
11576, 233.961193362, 233.961253859, 60.497
11577, 233.981193363, 233.981308693, 115.330
11578, 234.001193365, 234.001299699, 106.334
11579, 234.021193365, 234.021305685, 112.320
11580, 234.041193366, 234.041303784, 110.418
11581, 234.061193364, 234.061296902, 103.538
11582, 234.081193362, 234.081307926, 114.564
11583, 234.101193364, 234.101307372, 114.008
11584, 234.121193379, 234.121320973, 127.594
11585, 234.141193382, 234.141308789, 115.407
11586, 234.161193362, 234.161304724, 111.362
11587, 234.181193360, 234.181306537, 113.177
11588, 234.201193369, 234.201305706, 112.337
11589, 234.221193366, 234.221307508, 114.142
11590, 234.241193365, 234.241308322, 114.957
11591, 234.261193370, 234.261308394, 115.024
11592, 234.281193369, 234.281313256, 119.887
11593, 234.301193364, 234.301315650, 122.286
11594, 234.321193368, 234.321306251, 112.883
11595, 234.341193372, 234.341304819, 111.447
11596, 234.361193367, 234.361308186, 114.819
11597, 234.381193365, 234.381308599, 115.234
11598, 234.401193360, 234.401255086, 61.726
11599, 234.421193361, 234.421251526, 58.165
11600, 234.441193362, 234.441243724, 50.362
11601, 234.461193366, 234.461244556, 51.190
11602, 234.481193360, 234.481244076, 50.716
11603, 234.501193365, 234.501287708, 94.343
11604, 234.521193380, 234.521318956, 125.576
11605, 234.541193362, 234.541251046, 57.684
11606, 234.561193359, 234.561291996, 98.637
11607, 234.581193378, 234.581288374, 94.996
11608, 234.601193374, 234.601288892, 95.518
11609, 234.621193366, 234.621293153, 99.787
11610, 234.641193365, 234.641253907, 60.542
11611, 234.661193359, 234.661290624, 97.265
11612, 234.681193368, 234.681302608, 109.240
11613, 234.701193361, 234.701292467, 99.106
11614, 234.721193366, 234.721293844, 100.478
11615, 234.741193381, 234.741252605, 59.224
11616, 234.761193365, 234.761297375, 104.010
11617, 234.781193358, 234.781301327, 107.969
11618, 234.801193362, 234.801279664, 86.302
11619, 234.821193364, 234.821293802, 100.438
11620, 234.841193361, 234.841285010, 91.649
11621, 234.861193365, 234.861292740, 99.375
11622, 234.881193365, 234.881292712, 99.347
11623, 234.901193363, 234.901285556, 92.193
11624, 234.921193371, 234.921290513, 97.142
11625, 234.941193368, 234.941289368, 96.000
11626, 234.961193363, 234.961287914, 94.551
11627, 234.981193364, 234.981293286, 99.922
11628, 235.001193362, 235.001290986, 97.624
11629, 235.021193366, 235.021293420, 100.054
11630, 235.041193366, 235.041302104, 108.738
11631, 235.061193365, 235.061307787, 114.422
11632, 235.081193369, 235.081295730, 102.361
11633, 235.101193369, 235.101293241, 99.872
11634, 235.121193372, 235.121293241, 99.869
11635, 235.141193368, 235.141288486, 95.118
11636, 235.161193363, 235.161290077, 96.714
11637, 235.181193368, 235.181287885, 94.517
11638, 235.201193363, 235.201287353, 93.990
11639, 235.221193363, 235.221262479, 69.116
11640, 235.241193363, 235.241303094, 109.731
11641, 235.261193367, 235.261262041, 68.674
11642, 235.281193365, 235.281300508, 107.143
11643, 235.301193367, 235.301292584, 99.217
11644, 235.321193362, 235.321292625, 99.263
11645, 235.341193365, 235.341287454, 94.089
11646, 235.361193368, 235.361282739, 89.371
11647, 235.381193368, 235.381267140, 73.772
11648, 235.401193364, 235.401255563, 62.199
11649, 235.421193362, 235.421255038, 61.676
11650, 235.441193362, 235.441293827, 100.465
11651, 235.461193363, 235.461267534, 74.171
11652, 235.481193362, 235.481257469, 64.107
11653, 235.501193363, 235.501294666, 101.303
11654, 235.521193368, 235.521252162, 58.794
11655, 235.541193375, 235.541313623, 120.248
11656, 235.561193364, 235.561292391, 99.027
11657, 235.581193366, 235.581269903, 76.537
11658, 235.601193362, 235.601271325, 77.963
11659, 235.621193366, 235.621272264, 78.898
11660, 235.641193360, 235.641251377, 58.017
11661, 235.661193367, 235.661250513, 57.146
11662, 235.681193363, 235.681252359, 58.996
11663, 235.701193364, 235.701295693, 102.329
11664, 235.721193362, 235.721296296, 102.934
11665, 235.741193365, 235.741295006, 101.641
11666, 235.761193362, 235.761300452, 107.090
11667, 235.781193362, 235.781293575, 100.213
11668, 235.801193364, 235.801295883, 102.519
11669, 235.821193363, 235.821297629, 104.266
11670, 235.841193365, 235.841297982, 104.617
11671, 235.861193366, 235.861252108, 58.742
11672, 235.881193362, 235.881299746, 106.384
11673, 235.901193369, 235.901253804, 60.435
11674, 235.921193362, 235.921253291, 59.929
11675, 235.941193375, 235.941256506, 63.131
11676, 235.961193368, 235.961251030, 57.662
11677, 235.981193370, 235.981297387, 104.017
11678, 236.001193370, 236.001298098, 104.728
11679, 236.021193364, 236.021307629, 114.265
11680, 236.041193360, 236.041291827, 98.467
11681, 236.061193362, 236.061297765, 104.403
11682, 236.081193365, 236.081292778, 99.413
11683, 236.101193365, 236.101290838, 97.473
11684, 236.121193392, 236.121293897, 100.505
11685, 236.141193367, 236.141295741, 102.374
11686, 236.161193365, 236.161300618, 107.253
11687, 236.181193362, 236.181281054, 87.692
11688, 236.201193359, 236.201287261, 93.902
11689, 236.221193365, 236.221243051, 49.686
11690, 236.241193362, 236.241248662, 55.300
11691, 236.261193369, 236.261287476, 94.107
11692, 236.281193366, 236.281317791, 124.425
11693, 236.301193361, 236.301252542, 59.181
11694, 236.321193363, 236.321292446, 99.083
11695, 236.341193362, 236.341306107, 112.745
11696, 236.361193366, 236.361305153, 111.787
11697, 236.381193362, 236.381305200, 111.838
11698, 236.401193369, 236.401287621, 94.252
11699, 236.421193369, 236.421266836, 73.467
11700, 236.441193369, 236.441288500, 95.131
11701, 236.461193362, 236.461286009, 92.647
11702, 236.481193367, 236.481262307, 68.940
11703, 236.501193362, 236.501257215, 63.853
11704, 236.521193366, 236.521291563, 98.197
11705, 236.541193360, 236.541289572, 96.212
11706, 236.561193366, 236.561288479, 95.113
11707, 236.581193364, 236.581249864, 56.500
11708, 236.601193362, 236.601288668, 95.306
11709, 236.621193365, 236.621298711, 105.346
11710, 236.641193367, 236.641292073, 98.706
11711, 236.661193367, 236.661296612, 103.245
11712, 236.681193379, 236.681301453, 108.074
11713, 236.701202818, 236.701310139, 107.321
11714, 236.721193367, 236.721293849, 100.482
11715, 236.741193368, 236.741269524, 76.156
11716, 236.761193363, 236.761285068, 91.705
11717, 236.781193365, 236.781284361, 90.996
11718, 236.801193368, 236.801312612, 119.244
11719, 236.821193363, 236.821296226, 102.863
11720, 236.841193359, 236.841294346, 100.987
11721, 236.861193362, 236.861291678, 98.316
11722, 236.881193363, 236.881296905, 103.542
11723, 236.901193362, 236.901359861, 166.499
11724, 236.921193362, 236.921356678, 163.316
11725, 236.941193362, 236.941359572, 166.210
11726, 236.961193362, 236.961364617, 171.255
11727, 236.981193366, 236.981321634, 128.268
11728, 237.001193364, 237.001364101, 170.737
11729, 237.021193369, 237.021371345, 177.976
11730, 237.041193360, 237.041355243, 161.883
11731, 237.061193362, 237.061315298, 121.936
11732, 237.081193368, 237.081363109, 169.741
11733, 237.101193365, 237.101364902, 171.537
11734, 237.121193368, 237.121360311, 166.943
11735, 237.141193361, 237.141356105, 162.744
11736, 237.161193362, 237.161316258, 122.896
11737, 237.181193361, 237.181298600, 105.239
11738, 237.201193376, 237.201293688, 100.312
11739, 237.221193362, 237.221296703, 103.341
11740, 237.241193368, 237.241298506, 105.138
11741, 237.261193382, 237.261304533, 111.151
11742, 237.281193362, 237.281250389, 57.027
11743, 237.301193366, 237.301249837, 56.471
11744, 237.321193364, 237.321250685, 57.321
11745, 237.341193366, 237.341251500, 58.134
11746, 237.361193369, 237.361257606, 64.237
11747, 237.381193365, 237.381289075, 95.710
11748, 237.401193362, 237.401255696, 62.334
11749, 237.421193365, 237.421252713, 59.348
11750, 237.441193367, 237.441251768, 58.401
11751, 237.461205509, 237.461266705, 61.196
11752, 237.481193368, 237.481257200, 63.832
11753, 237.501193366, 237.501250636, 57.270
11754, 237.521193362, 237.521250010, 56.648
11755, 237.541193368, 237.541253624, 60.256
11756, 237.561193375, 237.561291497, 98.122
11757, 237.581193371, 237.581288157, 94.786
11758, 237.601193381, 237.601287090, 93.709
11759, 237.621193364, 237.621288264, 94.900
11760, 237.641193361, 237.641285987, 92.626
11761, 237.661193362, 237.661292865, 99.503
11762, 237.681193365, 237.681285349, 91.984
11763, 237.701193360, 237.701265148, 71.788
11764, 237.721193362, 237.721254422, 61.060
11765, 237.741193366, 237.741296280, 102.914
11766, 237.761193379, 237.761298147, 104.768
11767, 237.781193361, 237.781295389, 102.028
11768, 237.801193365, 237.801251269, 57.904
11769, 237.821193364, 237.821248761, 55.397
11770, 237.841193358, 237.841264737, 71.379
11771, 237.861193373, 237.861289264, 95.891
11772, 237.881193361, 237.881296987, 103.626
11773, 237.901193365, 237.901292797, 99.432
11774, 237.921193365, 237.921254109, 60.744
11775, 237.941193366, 237.941292932, 99.566
11776, 237.961193364, 237.961285874, 92.510
11777, 237.981193365, 237.981251612, 58.247
11778, 238.001193374, 238.001295704, 102.330
11779, 238.021193362, 238.021299297, 105.935
11780, 238.041193370, 238.041300007, 106.637
11781, 238.061193364, 238.061249261, 55.897
11782, 238.081193365, 238.081289099, 95.734
11783, 238.101193362, 238.101290572, 97.210
11784, 238.121193370, 238.121292750, 99.380
11785, 238.141193364, 238.141291008, 97.644
11786, 238.161193362, 238.161305362, 112.000
11787, 238.181193364, 238.181265495, 72.131
11788, 238.201193365, 238.201287909, 94.544
11789, 238.221193365, 238.221285766, 92.401
11790, 238.241193366, 238.241285340, 91.974
11791, 238.261193362, 238.261290369, 97.007
11792, 238.281193364, 238.281287018, 93.654
11793, 238.301193359, 238.301261894, 68.535
11794, 238.321193367, 238.321253809, 60.442
11795, 238.341193363, 238.341250030, 56.667
11796, 238.361193362, 238.361257189, 63.827
11797, 238.381193368, 238.381257015, 63.647
11798, 238.401193365, 238.401308236, 114.871
11799, 238.421193364, 238.421253630, 60.266
11800, 238.441193365, 238.441252028, 58.663
11801, 238.461193368, 238.461260311, 66.943
11802, 238.481193369, 238.481308096, 114.727
11803, 238.501193363, 238.501253671, 60.308
11804, 238.521193373, 238.521305901, 112.528
11805, 238.541193366, 238.541305804, 112.438
11806, 238.561193365, 238.561287200, 93.835
11807, 238.581193368, 238.581288520, 95.152
11808, 238.601193364, 238.601286677, 93.313
11809, 238.621193362, 238.621288094, 94.732
11810, 238.641193362, 238.641290614, 97.252
11811, 238.661193361, 238.661285936, 92.575
11812, 238.681193362, 238.681287052, 93.690
11813, 238.701193364, 238.701307190, 113.826
11814, 238.721193362, 238.721293132, 99.770
11815, 238.741193365, 238.741297680, 104.315
11816, 238.761193367, 238.761289498, 96.131
11817, 238.781193362, 238.781283425, 90.063
11818, 238.801193361, 238.801306463, 113.102
11819, 238.821193364, 238.821288904, 95.540
11820, 238.841193366, 238.841289554, 96.188
11821, 238.861193365, 238.861314098, 120.733
11822, 238.881193363, 238.881304684, 111.321
11823, 238.901193368, 238.901294868, 101.500
11824, 238.921193360, 238.921291799, 98.439
11825, 238.941193375, 238.941290988, 97.613
11826, 238.961193365, 238.961291306, 97.941
11827, 238.981193365, 238.981285665, 92.300
11828, 239.001193362, 239.001292605, 99.243
11829, 239.021193360, 239.021251701, 58.341
11830, 239.041193375, 239.041294305, 100.930
11831, 239.061193365, 239.061249188, 55.823
11832, 239.081193363, 239.081293315, 99.952
11833, 239.101193360, 239.101248985, 55.625
11834, 239.121193368, 239.121252448, 59.080
11835, 239.141193360, 239.141298111, 104.751
11836, 239.161193364, 239.161290786, 97.422
11837, 239.181193374, 239.181281327, 87.953
11838, 239.201193364, 239.201292348, 98.984
11839, 239.221193365, 239.221286084, 92.719
11840, 239.241193366, 239.241287389, 94.023
11841, 239.261193370, 239.261286657, 93.287
11842, 239.281209025, 239.281301093, 92.068
11843, 239.301193367, 239.301284822, 91.455
11844, 239.321193364, 239.321269667, 76.303
11845, 239.341193365, 239.341307982, 114.617
11846, 239.361193368, 239.361293359, 99.991
11847, 239.381193368, 239.381259523, 66.155
11848, 239.401193360, 239.401304582, 111.222
11849, 239.421193375, 239.421301902, 108.527
11850, 239.441193363, 239.441252081, 58.718
11851, 239.461193366, 239.461249408, 56.042
11852, 239.481193365, 239.481291655, 98.290
11853, 239.501193366, 239.501290566, 97.200
11854, 239.521193365, 239.521293073, 99.708
11855, 239.541193365, 239.541296193, 102.828
11856, 239.561193365, 239.561255070, 61.705
11857, 239.581193361, 239.581284234, 90.873
11858, 239.601193360, 239.601290685, 97.325
11859, 239.621193363, 239.621291286, 97.923
11860, 239.641193363, 239.641289848, 96.485
11861, 239.661193368, 239.661317620, 124.252
11862, 239.681193366, 239.681293329, 99.963
11863, 239.701193371, 239.701353471, 160.100
11864, 239.721193364, 239.721352884, 159.520
11865, 239.741193362, 239.741351695, 158.333
11866, 239.761193368, 239.761311860, 118.492
11867, 239.781193360, 239.781319557, 126.197
11868, 239.801193370, 239.801363563, 170.193
11869, 239.821193361, 239.821321810, 128.449
11870, 239.841193360, 239.841353737, 160.377
11871, 239.861193363, 239.861355858, 162.495
11872, 239.881193370, 239.881379785, 186.415
11873, 239.901193365, 239.901364087, 170.722
11874, 239.921193367, 239.921353541, 160.174
11875, 239.941193368, 239.941356251, 162.883
11876, 239.961193370, 239.961354945, 161.575
11877, 239.981193366, 239.981276170, 82.804
11878, 240.001193361, 240.001355363, 162.002
11879, 240.021193359, 240.021288005, 94.646
11880, 240.041193367, 240.041308112, 114.745
11881, 240.061193379, 240.061294156, 100.777
11882, 240.081193366, 240.081295342, 101.976
11883, 240.101193365, 240.101294663, 101.298
11884, 240.121193367, 240.121252441, 59.074
11885, 240.141193362, 240.141292521, 99.159
11886, 240.161193368, 240.161292484, 99.116
11887, 240.181193361, 240.181288329, 94.968
11888, 240.201193363, 240.201287873, 94.510
11889, 240.221193377, 240.221286216, 92.839
11890, 240.241193368, 240.241267537, 74.169
11891, 240.261193370, 240.261307023, 113.653
11892, 240.281193365, 240.281293684, 100.319
11893, 240.301193362, 240.301287022, 93.660
11894, 240.321193368, 240.321294594, 101.226
11895, 240.341193360, 240.341293328, 99.968
11896, 240.361193365, 240.361292950, 99.585
11897, 240.381193371, 240.381291321, 97.950
11898, 240.401193375, 240.401270573, 77.198
11899, 240.421193365, 240.421304153, 110.788
11900, 240.441193363, 240.441251546, 58.183
11901, 240.461193368, 240.461293623, 100.255
11902, 240.481193367, 240.481287846, 94.479
11903, 240.501193367, 240.501287311, 93.944
11904, 240.521193371, 240.521265486, 72.115
11905, 240.541193366, 240.541309611, 116.245
11906, 240.561193365, 240.561294134, 100.769
11907, 240.581193365, 240.581294564, 101.199
11908, 240.601193365, 240.601292960, 99.595
11909, 240.621193368, 240.621356717, 163.349
11910, 240.641193367, 240.641307673, 114.306
11911, 240.661193361, 240.661360429, 167.068
11912, 240.681193361, 240.681293683, 100.322
11913, 240.701193366, 240.701292616, 99.250
11914, 240.721193362, 240.721290313, 96.951
11915, 240.741193364, 240.741293539, 100.175
11916, 240.761193362, 240.761296600, 103.238
11917, 240.781193376, 240.781285189, 91.813
11918, 240.801193361, 240.801308960, 115.599
11919, 240.821193365, 240.821253213, 59.848
11920, 240.841193361, 240.841290404, 97.043
11921, 240.861193365, 240.861292782, 99.417
11922, 240.881193362, 240.881310306, 116.944
11923, 240.901193363, 240.901294194, 100.831
11924, 240.921193365, 240.921293727, 100.362
11925, 240.941193366, 240.941293066, 99.700
11926, 240.961193364, 240.961294166, 100.802
11927, 240.981193368, 240.981292427, 99.059
11928, 241.001193370, 241.001295454, 102.084
11929, 241.021193362, 241.021287311, 93.949
11930, 241.041193362, 241.041289645, 96.283
11931, 241.061193364, 241.061268264, 74.900
11932, 241.081193371, 241.081286238, 92.867
11933, 241.101193375, 241.101289020, 95.645
